,Player,Year,Pos,Team,BaseSalary,SigningBonus,Cap Hit,Salary%
307,Clark Haggans,2011,LB,ARI,"$2,500,000",$0,"$3,150,000",0.026
308,Devin McCourty,2011,FS,NE,"$450,000","$300,000","$3,135,000",0.025
309,Mike Williams,2011,WR,SEA,"$1,750,000","$125,000","$3,125,000",0.022
310,Scott Wells,2011,C,GB,"$2,750,000",$0,"$3,100,000",0.025
311,Jacob Bell,2011,G,LAR/STL,"$810,000",$0,"$3,100,000",0.025
312,Adam Snyder,2011,G,SF,"$2,000,000","$1,000,000","$3,100,000",0.023
313,B.J. Raji,2011,DT,GB,"$955,000","$480,000","$3,060,000",0.024
314,Alan Branch,2011,DT,SEA,"$2,500,000","$250,000","$3,050,000",0.022
315,Chris Redman,2011,QB,ATL,"$2,550,000","$500,000","$3,050,000",0.025
316,DeMeco Ryans,2011,ILB,HOU,"$800,000","$1,250,000","$3,050,000",0.025
317,Winston Justice,2011,LT,PHI,"$2,000,000","$956,000","$3,031,000",0.023
318,Stephen Peterman,2011,G,DET,"$2,900,000",$0,"$3,028,000",0.025
319,Brent Celek,2011,TE,PHI,"$1,215,000","$1,200,000","$3,023,000",0.023
320,Plaxico Burress,2011,WR,NYJ,"$3,017,000",$0,"$3,017,000",0.024
321,Paul Posluszny,2011,OLB,JAX,"$1,000,000","$2,000,000","$3,000,000",0.02
322,Larry Foote,2011,ILB,PIT,"$2,400,000","$600,000","$3,000,000",0.025
323,Matt Roth,2011,DE,JAX,"$2,500,000","$500,000","$3,000,000",0.02
324,Zach Miller,2011,TE,SEA,"$2,000,000","$1,000,000","$3,000,000",0.021
325,Rocky McIntosh,2011,OLB,WAS,"$1,250,000","$1,500,000","$3,000,000",0.022
326,Andre Gurode,2011,C,BAL,"$3,000,000",$0,"$3,000,000",0.024
327,Stewart Bradley,2011,ILB,ARI,"$2,000,000","$1,000,000","$3,000,000",0.025
328,Jim Kleinsasser,2011,TE,MIN,"$3,000,000",$0,"$3,000,000",0.025
329,Julio Jones,2011,WR,ATL,"$390,000","$2,567,500","$2,957,500",0.025
330,Gosder Cherilus,2011,RT,DET,"$610,000","$1,205,000","$2,920,000",0.024
331,James Anderson,2011,OLB,CAR,"$1,500,000","$1,400,000","$2,900,000",0.024
332,Adam Podlesh,2011,P,CHI,"$1,000,000","$400,000","$2,900,000",0.023
333,Jermon Bushrod,2011,G,NO,"$1,000,000","$1,750,000","$2,900,000",0.023
334,Brian Robison,2011,DE,MIN,"$688,000","$2,166,667","$2,854,667",0.023
335,Mathias Kiwanuka,2011,DE,NYG,"$1,750,000","$1,000,000","$2,850,000",0.024
336,C.J. Spiller,2011,RB,BUF,"$405,000","$333,333","$2,822,916",0.02
337,Tony Pashos,2011,RT,CLE,"$2,200,000","$500,000","$2,800,000",0.022
338,Chris Chester,2011,G,WAS,"$1,500,000","$800,000","$2,800,000",0.021
339,Tyson Clabo,2011,RT,ATL,"$2,000,000","$800,000","$2,800,000",0.023
340,Ray Edwards,2011,DE,ATL,"$2,000,000","$800,000","$2,800,000",0.023
341,Kareem Jackson,2011,CB,HOU,"$450,000","$175,000","$2,800,000",0.023
342,Frank Omiyale,2011,T,CHI,"$2,100,000","$450,000","$2,800,000",0.022
343,Sean Jones,2011,S,TB,"$2,750,000","$50,000","$2,800,000",0.02
344,Jabar Gaffney,2011,WR,WAS,"$2,400,000","$375,000","$2,775,000",0.021
345,Doug Free,2011,RT,DAL,"$700,000","$2,060,000","$2,760,000",0.02
346,Nate Burleson,2011,WR,DET,"$1,781,765","$700,000","$2,755,073",0.023
347,Anthony Davis,2011,RT,SF,"$487,500","$166,667","$2,754,167",0.02
348,James Jones,2011,WR,GB,"$1,300,000","$500,000","$2,750,000",0.022
349,Matt Leinart,2011,QB,HOU,"$1,750,000","$1,000,000","$2,750,000",0.023
350,Shaun Cody,2011,DT,HOU,"$2,000,000","$750,000","$2,750,000",0.023
351,Ty Warren,2011,DT,DEN,"$1,500,000","$1,250,000","$2,750,000",0.019
352,Ahmad Bradshaw,2011,RB,NYG,"$1,500,000","$1,250,000","$2,750,000",0.023
353,Rob Sims,2011,G,DET,"$1,325,000","$1,200,000","$2,725,000",0.022
354,Willie Colon,2011,G,PIT,"$1,500,000","$1,200,000","$2,700,000",0.022
355,Keith Brooking,2011,LB,DAL,"$2,200,000","$400,000","$2,700,000",0.02
356,Cory Redding,2011,DE,BAL,"$2,700,000",$0,"$2,700,000",0.021
357,David Baas,2011,C,NYG,"$1,000,000","$1,700,000","$2,700,000",0.022
358,Anthony Fasano,2011,TE,MIA,"$1,900,000","$700,000","$2,675,000",0.021
359,Devin Hester,2011,WR,CHI,"$1,583,500","$833,333","$2,666,833",0.021
360,Bryant McFadden,2011,CB,PIT,"$2,500,000","$166,667","$2,666,667",0.022
361,Jahvid Best,2011,RB,DET,"$450,000","$328,000","$2,650,500",0.022
362,Brad Meester,2011,C,JAX,"$1,950,000","$250,000","$2,650,000",0.018
363,Chris Kemoeatu,2011,G,PIT,"$964,000","$777,000","$2,648,666",0.022
364,Seneca Wallace,2011,QB,CLE,"$1,950,000","$666,667","$2,616,667",0.02
365,Aldon Smith,2011,OLB,SF,"$375,000","$2,240,273","$2,615,273",0.019
366,Brent Grimes,2011,CB,ATL,"$2,611,000",$0,"$2,611,000",0.022
367,Carl Nicks,2011,G,NO,"$2,611,000",$0,"$2,611,000",0.021
368,Cliff Avril,2011,DE,DET,"$2,611,000",$0,"$2,611,000",0.022
369,Brandon Carr,2011,CB,KC,"$2,610,000",$0,"$2,610,000",0.018
370,Michael Bush,2011,RB,LV/OAK,"$2,610,000",$0,"$2,610,000",0.021
371,Earl Bennett,2011,WR,CHI,"$1,200,000","$1,405,210","$2,605,210",0.02
372,Dawan Landry,2011,S,JAX,"$1,300,000","$1,300,000","$2,600,000",0.017
373,John Kuhn,2011,FB,GB,"$800,000","$250,000","$2,600,000",0.021
374,Stephen Gostkowski,2011,K,NE,"$1,700,000","$800,000","$2,600,000",0.021
375,Gerald Sensabaugh,2011,S,DAL,"$1,800,000","$800,000","$2,600,000",0.019
376,Lance Moore,2011,WR,NO,"$2,000,000","$600,000","$2,600,000",0.021
377,Adam Vinatieri,2011,K,IND,"$1,400,000","$1,200,000","$2,600,000",0.021
378,Knowshon Moreno,2011,RB,DEN,"$1,000,000","$832,000","$2,588,800",0.018
379,Chad Johnson,2011,WR,NE,"$1,000,000","$1,583,333","$2,583,333",0.02
380,Donte Whitner,2011,SS,SF,"$1,500,000","$833,333","$2,583,333",0.019
381,Jonathan Stewart,2011,RB,CAR,"$1,310,000","$100,000","$2,572,500",0.021
382,Jason Spitz,2011,G,JAX,"$2,285,000","$250,000","$2,535,000",0.017
383,Michael Huff,2011,S,LV/OAK,"$685,000","$1,828,750","$2,513,750",0.02
384,Wayne Hunter,2011,T,NYJ,"$1,500,000",$0,"$2,500,000",0.019
385,Carson Palmer,2011,QB,LV/OAK,"$2,500,000",$0,"$2,500,000",0.02
386,Wade Smith,2011,G,HOU,"$1,750,000","$750,000","$2,500,000",0.021
387,Jacoby Jones,2011,WR,HOU,"$2,000,000","$500,000","$2,500,000",0.021
388,Vernon Carey,2011,T,MIA,"$2,500,000",$0,"$2,500,000",0.019
389,Daryn Colledge,2011,G,ARI,"$1,000,000","$1,500,000","$2,500,000",0.02
390,Thomas Howard,2011,LB,CIN,"$1,500,000",$0,"$2,500,000",0.019
391,Tyler Thigpen,2011,QB,BUF,"$2,000,000","$500,000","$2,500,000",0.018
392,Malcolm Jenkins,2011,FS,NO,"$712,000","$50,000","$2,480,000",0.02
393,Mike DeVito,2011,DE,NYJ,"$2,125,000",$0,"$2,475,000",0.019
394,Maurice Morris,2011,RB,DET,"$1,625,000","$500,000","$2,475,000",0.02
395,Todd Herremans,2011,G,PHI,"$1,900,000",$0,"$2,433,333",0.019
396,Daniel Graham,2011,TE,TEN,"$1,750,000","$666,667","$2,416,667",0.019
397,Josh Scobee,2011,K,JAX,"$2,000,000","$400,000","$2,400,000",0.016
398,Thomas Davis,2011,OLB,CAR,"$1,000,000","$1,400,000","$2,400,000",0.02
399,Deion Branch,2011,WR,NE,"$2,200,000",$0,"$2,400,000",0.019
400,Tim Dobbins,2011,ILB,MIA,"$1,700,000","$600,000","$2,400,000",0.019
401,Andra Davis,2011,LB,BUF,"$1,800,000",$0,"$2,400,000",0.017
402,Bobbie Williams,2011,G,CIN,"$1,988,236",$0,"$2,388,236",0.018
403,Leon Washington,2011,RB,SEA,"$2,000,000","$375,000","$2,375,000",0.017
404,Justin Durant,2011,OLB,DET,"$1,000,000","$1,375,000","$2,375,000",0.02
405,Patrick Crayton,2011,WR,LAC/SD,"$2,350,000",$0,"$2,350,000",0.02
406,Parys Haralson,2011,DE,SF,"$1,850,000","$200,000","$2,350,000",0.017
407,Lyle Sendlein,2011,C,ARI,"$1,500,000","$700,000","$2,350,000",0.019
408,Tyson Alualu,2011,DE,JAX,"$802,500","$295,000","$2,345,000",0.016
409,Ron Edwards,2011,DT,CAR,"$1,500,000","$833,333","$2,333,333",0.019
410,Matt Spaeth,2011,TE,CHI,"$1,000,000","$333,333","$2,333,333",0.018
411,Aaron Ross,2011,CB,NYG,"$1,274,000","$203,000","$2,322,000",0.019
412,Phillip Merling,2011,DE,MIA,"$700,000","$415,000","$2,315,000",0.018
413,Chris Williams,2011,G,CHI,"$1,095,250","$100,000","$2,308,250",0.018
414,Mario Haggan,2011,LB,DEN,"$1,930,000","$373,333","$2,303,333",0.016
415,Demorrio Williams,2011,LB,KC,"$1,500,000","$600,000","$2,300,000",0.016
416,Jake Locker,2011,QB,TEN,"$375,000","$1,913,364","$2,288,364",0.018
417,Chris Crocker,2011,S,CIN,"$1,750,000","$437,500","$2,287,500",0.017
418,Brian Cushing,2011,ILB,HOU,"$774,000",$0,"$2,274,000",0.019
419,Shaun Hill,2011,QB,DET,"$2,273,225",$0,"$2,273,225",0.019
420,Tyron Smith,2011,LT,DAL,"$375,000","$1,897,018","$2,272,018",0.017
421,Josh Freeman,2011,QB,TB,"$940,000",$0,"$2,270,000",0.016
422,Ben Obomanu,2011,WR,SEA,"$1,100,000","$166,667","$2,266,667",0.016
423,Branden Albert,2011,LT,KC,"$841,250","$500,000","$2,266,250",0.016
424,Miles Austin,2011,WR,DAL,"$685,000",$0,"$2,256,000",0.016
425,Ryan Clark,2011,S,PIT,"$1,000,000","$750,000","$2,250,000",0.019
426,Brandon Jackson,2011,RB,CLE,"$1,750,000","$500,000","$2,250,000",0.017
427,Antonio Cromartie,2011,CB,NYJ,"$1,000,000","$1,250,000","$2,250,000",0.018
428,Mason Crosby,2011,K,GB,"$1,650,000","$600,000","$2,250,000",0.018
429,Thomas Jones,2011,RB,KC,"$1,900,000",$0,"$2,250,000",0.016
430,Chris Spencer,2011,G,CHI,"$1,250,000","$1,000,000","$2,250,000",0.018
431,Marion Barber,2011,RB,CHI,"$2,000,000","$250,000","$2,250,000",0.018
432,Mike Patterson,2011,DT,PHI,"$1,400,000",$0,"$2,250,000",0.017
433,Jay Feely,2011,K,ARI,"$2,000,000",$0,"$2,250,000",0.018
434,Tony Scheffler,2011,TE,DET,"$1,550,000","$500,000","$2,250,000",0.019
435,Leroy Harris,2011,C,TEN,"$1,000,000","$1,250,000","$2,250,000",0.018
436,Takeo Spikes,2011,LB,LAC/SD,"$1,525,000","$700,000","$2,225,000",0.019
437,Clint Session,2011,LB,JAX,"$1,000,000","$1,200,000","$2,200,000",0.015
438,Anthony Spencer,2011,OLB,DAL,"$1,001,000","$895,000","$2,196,000",0.016
439,Jeff Otah,2011,T,CAR,"$1,035,000","$218,750","$2,191,250",0.018
440,Blaine Gabbert,2011,QB,JAX,"$375,000","$1,807,118","$2,182,118",0.014
441,Fred Jackson,2011,RB,BUF,"$1,750,000","$275,000","$2,175,000",0.016
442,Leodis McKelvin,2011,CB,BUF,"$1,007,500","$1,165,834","$2,173,334",0.016
443,Jonathan Goodwin,2011,C,SF,"$1,000,000","$666,667","$2,166,667",0.016
444,Demaryius Thomas,2011,WR,DEN,"$405,000","$1,756,250","$2,161,250",0.015
445,Joe Staley,2011,LT,SF,"$1,150,000","$220,000","$2,159,750",0.016
446,Drew Coleman,2011,CB,JAX,"$1,100,000","$1,050,000","$2,150,000",0.014
447,Neil Rackers,2011,K,HOU,"$2,150,000",$0,"$2,150,000",0.018
448,Robbie Gould,2011,K,CHI,"$1,650,000",$0,"$2,150,000",0.017
449,Marshawn Lynch,2011,RB,SEA,"$2,140,000",$0,"$2,140,000",0.015
450,Chris Houston,2011,CB,DET,"$1,000,000","$1,125,000","$2,125,000",0.018
451,Tim Tebow,2011,QB,DEN,"$542,500","$1,569,375","$2,111,875",0.014
452,Todd McClure,2011,C,ATL,"$1,700,000",$0,"$2,100,000",0.017
453,Braylon Edwards,2011,WR,SF,"$1,000,000",$0,"$2,100,000",0.015
454,Anthony Gonzalez,2011,WR,IND,"$1,100,000","$100,000","$2,091,250",0.017
455,Ryan Mathews,2011,RB,LAC/SD,"$450,000","$500,000","$2,083,750",0.017
456,Brian Orakpo,2011,OLB,WAS,"$525,000","$700,000","$2,077,000",0.016
457,Robert Ayers,2011,DE,DEN,"$880,000",$0,"$2,061,250",0.014
458,Daniel Loper,2011,T,DAL,"$1,900,000","$150,000","$2,050,000",0.015
459,J.J. Watt,2011,DE,HOU,"$375,000","$1,668,182","$2,043,182",0.017
460,Chris Kuper,2011,G,DEN,"$1,000,000","$415,166","$2,015,166",0.014
461,Brandon Pettigrew,2011,TE,DET,"$728,750",$0,"$2,002,500",0.017
462,Byron Leftwich,2011,QB,PIT,"$1,750,000","$250,000","$2,000,000",0.017
463,Stephen Nicholas,2011,OLB,ATL,"$1,000,000","$1,000,000","$2,000,000",0.017
464,Malcom Floyd,2011,WR,LAC/SD,"$810,000",$0,"$2,000,000",0.017
465,Khalif Barnes,2011,LT,LV/OAK,"$1,300,000","$200,000","$2,000,000",0.016
466,Roy Williams,2011,WR,CHI,"$1,500,000",$0,"$2,000,000",0.016
467,Kevin Burnett,2011,OLB,MIA,"$750,000","$1,250,000","$2,000,000",0.016
468,Dashon Goldson,2011,FS,SF,"$1,000,000","$1,000,000","$2,000,000",0.015
469,Ray McDonald,2011,DT,SF,"$1,000,000","$1,000,000","$2,000,000",0.015
470,Antonio Johnson,2011,DT,IND,"$1,250,000","$750,000","$2,000,000",0.016
471,Bruce Gradkowski,2011,QB,CIN,"$1,000,000",$0,"$2,000,000",0.015
472,Ahtyba Rubin,2011,DT,CLE,"$600,000","$1,398,100","$1,998,100",0.015
473,Dustin Colquitt,2011,P,KC,"$1,500,000","$480,000","$1,980,000",0.014
474,Alex Mack,2011,C,CLE,"$774,000",$0,"$1,974,000",0.015
475,Jason Avant,2011,WR,PHI,"$1,250,000","$710,000","$1,960,000",0.015
476,Aqib Talib,2011,CB,TB,"$1,653,750","$300,000","$1,953,750",0.014
477,Moran Norris,2011,RB,SF,"$1,500,000","$427,333","$1,927,333",0.014
478,Dexter McCluster,2011,RB,KC,"$450,000","$560,000","$1,920,000",0.013
479,Brodrick Bunkley,2011,DT,DEN,"$635,000",$0,"$1,920,000",0.013
480,Larry English,2011,OLB,LAC/SD,"$740,000","$300,000","$1,905,000",0.016
481,Jordy Nelson,2011,WR,GB,"$600,000","$1,300,000","$1,900,000",0.015
482,Sam Koch,2011,P,BAL,"$1,300,000","$600,000","$1,900,000",0.015
483,Rex Hadnot,2011,G,ARI,"$1,500,000","$250,000","$1,900,000",0.016
484,Robert Meachem,2011,WR,NO,"$950,000","$260,000","$1,899,500",0.015
485,T.J. Ward,2011,SS,CLE,"$405,000","$518,750","$1,896,750",0.015
486,Phillip Buchanon,2011,CB,WAS,"$764,705",$0,"$1,889,705",0.014
487,Rashard Mendenhall,2011,RB,PIT,"$612,500",$0,"$1,882,500",0.016
488,Kevin Vickerson,2011,DT,DEN,"$1,000,000","$500,000","$1,875,000",0.013
489,Dustin Keller,2011,TE,NYJ,"$927,500","$660,000","$1,864,375",0.015
490,Daniel Muir,2011,DT,GB,"$1,850,000",$0,"$1,850,000",0.015
491,Christian Ponder,2011,QB,MIN,"$375,000","$1,472,036","$1,847,036",0.015
492,Tony McDaniel,2011,DT,MIA,"$685,000","$1,157,500","$1,842,500",0.014
493,Clay Matthews Jr.,2011,OLB,GB,"$660,000","$160,000","$1,840,000",0.015
494,Tim Hightower,2011,RB,WAS,"$1,835,000",$0,"$1,835,000",0.014
495,BenJarvus Green-Ellis,2011,RB,NE,"$1,835,000",$0,"$1,835,000",0.014
496,Eric Weems,2011,WR,ATL,"$1,835,000",$0,"$1,835,000",0.015
497,Wallace Gilberry,2011,DE,KC,"$1,835,000",$0,"$1,835,000",0.013
498,Barry Richardson,2011,LT,KC,"$1,835,000",$0,"$1,835,000",0.013
499,Mike Tolbert,2011,FB,LAC/SD,"$1,835,000",$0,"$1,835,000",0.015
500,Matt Prater,2011,K,DEN,"$1,835,000",$0,"$1,835,000",0.013
501,Wesley Woodyard,2011,ILB,DEN,"$1,835,000",$0,"$1,835,000",0.013
502,Connor Barth,2011,K,TB,"$1,835,000",$0,"$1,835,000",0.013
503,Brandon Keith,2011,RT,ARI,"$1,835,000",$0,"$1,835,000",0.015
504,Husain Abdullah,2011,FS,MIN,"$1,835,000",$0,"$1,835,000",0.015
505,Uche Nwaneri,2011,G,JAX,"$711,000","$1,094,500","$1,830,500",0.012
506,Matt Bryant,2011,K,ATL,"$1,250,000","$562,500","$1,812,500",0.015
507,Vontae Davis,2011,CB,MIA,"$676,250","$125,000","$1,812,500",0.014
508,Duane Brown,2011,LT,HOU,"$800,000","$100,000","$1,807,500",0.015
509,Luke McCown,2011,QB,JAX,"$1,000,000","$252,000","$1,800,000",0.012
510,Peria Jerry,2011,DT,ATL,"$695,000",$0,"$1,800,000",0.015
511,Nate Kaeding,2011,K,LAC/SD,"$1,800,000",$0,"$1,800,000",0.015
512,Bryant McKinnie,2011,LT,BAL,"$1,000,000","$500,000","$1,800,000",0.014
513,Michael Oher,2011,RT,BAL,"$630,000",$0,"$1,800,000",0.014
514,Kelly Jennings,2011,CB,CIN,"$1,800,000",$0,"$1,800,000",0.013
515,Nick Fairley,2011,DT,DET,"$375,000","$1,423,000","$1,798,000",0.015
516,Percy Harvin,2011,WR,MIN,"$655,000","$196,300","$1,783,800",0.015
517,Mike Iupati,2011,G,SF,"$450,000","$240,000","$1,777,500",0.013
518,Jermaine Gresham,2011,TE,CIN,"$450,000",$0,"$1,771,250",0.013
519,Jeremy Bridges,2011,G,ARI,"$1,400,000","$216,666","$1,766,666",0.014
520,Nate Allen,2011,FS,PHI,"$450,000","$600,000","$1,759,000",0.013
521,Dez Bryant,2011,WR,DAL,"$1,112,500","$390,000","$1,752,500",0.013
522,Derrick Ward,2011,RB,HOU,"$875,000","$875,000","$1,750,000",0.015
523,Anthony Adams,2011,DT,CHI,"$1,000,000","$750,000","$1,750,000",0.014
524,Darren Sproles,2011,RB,NO,"$1,000,000","$750,000","$1,750,000",0.014
525,Scott Shanle,2011,LB,NO,"$1,250,000","$500,000","$1,750,000",0.014
526,Koa Misi,2011,OLB,MIA,"$450,000","$467,500","$1,747,500",0.014
527,Roscoe Parrish,2011,WR,BUF,"$1,025,000","$220,000","$1,745,000",0.013
528,Felix Jones,2011,RB,DAL,"$1,023,750","$714,500","$1,738,250",0.013
529,Rob Gronkowski,2011,TE,NE,"$450,000","$440,000","$1,720,000",0.014
530,Robert Quinn,2011,OLB,LAR/STL,"$375,000","$1,340,646","$1,715,646",0.014
531,Tarell Brown,2011,CB,SF,"$800,000","$407,312","$1,707,312",0.013
532,Usama Young,2011,S,CLE,"$1,550,000","$150,000","$1,700,000",0.013
533,A.J. Feeley,2011,QB,LAR/STL,"$1,200,000",$0,"$1,700,000",0.014
534,Steve Breaston,2011,WR,KC,"$700,000","$1,000,000","$1,700,000",0.012
535,Floyd Womack,2011,G,ARI,"$1,000,000","$700,000","$1,700,000",0.014
536,Chris Harris,2011,S,CHI,"$1,095,000",$0,"$1,695,000",0.013
537,Richie Incognito,2011,G,MIA,"$105,000","$1,083,333","$1,688,333",0.013
538,Mike Pouncey,2011,C,MIA,"$375,000","$1,308,581","$1,683,581",0.013
539,Arrelious Benn,2011,WR,TB,"$405,000","$525,000","$1,680,000",0.012
540,Eric Wood,2011,C,BUF,"$600,000","$400,000","$1,673,750",0.012
541,Michael Jenkins,2011,WR,MIN,"$1,000,000","$666,666","$1,666,666",0.014
542,Brandon Johnson,2011,LB,CIN,"$1,150,000","$500,000","$1,650,000",0.012
543,Jared Odrick,2011,DE,MIA,"$405,000","$229,548","$1,644,548",0.013
544,Rashad Butler,2011,LT,HOU,"$1,017,280","$625,000","$1,642,280",0.014
545,Evander Hood,2011,DE,PIT,"$600,000","$18,353","$1,628,353",0.014
546,John Sullivan,2011,C,MIN,"$600,000","$1,024,050","$1,624,050",0.013
547,Kendall Langford,2011,DE,MIA,"$1,400,000","$215,000","$1,615,000",0.013
548,Bryan Bulaga,2011,RT,GB,"$450,000","$176,000","$1,613,500",0.013
549,Delanie Walker,2011,TE,SF,"$750,000","$360,000","$1,610,000",0.012
550,Kenny Phillips,2011,FS,NYG,"$722,500","$506,000","$1,603,750",0.013
551,Charles Godfrey,2011,SS,CAR,"$600,000","$1,000,000","$1,600,000",0.013
552,Kyle Kosier,2011,G,DAL,"$900,000","$700,000","$1,600,000",0.012
553,Craig Dahl,2011,SS,LAR/STL,"$1,600,000",$0,"$1,600,000",0.013
554,Kamerion Wimbley,2011,OLB,LV/OAK,"$750,000","$850,000","$1,600,000",0.013
555,Jonathan Fanene,2011,DE,CIN,"$1,000,000","$350,000","$1,600,000",0.012
556,Bryan Scott,2011,OLB,BUF,"$1,150,000","$300,000","$1,600,000",0.012
557,Charlie Johnson,2011,G,MIN,"$1,000,000","$600,000","$1,600,000",0.013
558,Dan Williams,2011,DT,ARI,"$450,000","$100,000","$1,595,000",0.013
559,Will Allen,2011,SS,PIT,"$1,265,000","$325,000","$1,590,000",0.013
560,Ryan Kerrigan,2011,OLB,WAS,"$375,000","$1,210,508","$1,585,508",0.012
561,Beanie Wells,2011,RB,ARI,"$622,500","$400,000","$1,585,000",0.013
562,Marcus Stroud,2011,DT,NE,"$1,200,000","$75,000","$1,583,120",0.013
563,Antoine Cason,2011,CB,LAC/SD,"$665,000","$426,000","$1,581,000",0.013
564,Reggie Nelson,2011,FS,CIN,"$957,500","$622,000","$1,579,500",0.012
565,Mike Adams,2011,SS,CLE,"$1,100,000","$416,667","$1,566,667",0.012
566,Kenny Britt,2011,WR,TEN,"$575,000","$250,002","$1,558,752",0.012
567,Hakeem Nicks,2011,WR,NYG,"$575,000","$500,000","$1,555,000",0.013
568,Mario Manningham,2011,WR,NYG,"$1,400,000","$154,250","$1,554,250",0.013
569,Nate Solder,2011,LT,NE,"$375,000","$1,177,817","$1,552,817",0.012
570,Frostee Rucker,2011,DT,CIN,"$1,250,000","$302,222","$1,552,222",0.012
571,Sione Pouha,2011,DT,NYJ,"$1,280,000","$250,000","$1,550,000",0.012
572,Mike Jenkins,2011,CB,DAL,"$920,500","$620,000","$1,540,500",0.011
573,Will Herring,2011,LB,NO,"$1,200,000","$333,333","$1,533,333",0.012
574,Corey Liuget,2011,DT,LAC/SD,"$375,000","$1,136,954","$1,511,954",0.013
575,Kyle Wilson,2011,CB,NYJ,"$410,000","$222,400","$1,507,400",0.012
576,Jerry Hughes,2011,DE,IND,"$450,000","$280,000","$1,506,250",0.012
577,Eric Smith,2011,S,NYJ,"$700,000",$0,"$1,500,000",0.012
578,Albert Haynesworth,2011,DT,NE,"$1,500,000",$0,"$1,500,000",0.012
579,LeRon McClain,2011,FB,KC,"$1,000,000",$0,"$1,500,000",0.01
580,Willis McGahee,2011,RB,DEN,"$1,000,000","$500,000","$1,500,000",0.01
581,David Thomas,2011,TE,NO,"$1,000,000","$500,000","$1,500,000",0.012
582,Joey Porter,2011,LB,ARI,"$1,500,000",$0,"$1,500,000",0.012
583,Adrian Clayborn,2011,DE,TB,"$375,000","$1,117,758","$1,492,758",0.01
584,Prince Amukamara,2011,CB,NYG,"$375,000","$1,112,436","$1,487,436",0.012
585,Patrick Robinson,2011,CB,NO,"$450,000","$442,000","$1,474,500",0.012
586,Phil Taylor,2011,DT,CLE,"$375,000","$1,096,500","$1,471,500",0.011
587,Anthony Castonzo,2011,LT,IND,"$375,000","$1,079,745","$1,454,745",0.012
588,Marcus Spears,2011,DE,DAL,"$750,000","$700,000","$1,450,000",0.011
589,Ted Ginn Jr.,2011,WR,SF,"$1,393,750",$0,"$1,443,750",0.011
590,Danny Watkins,2011,G,PHI,"$375,000","$1,067,900","$1,442,900",0.011
591,Dylan Gandy,2011,G,DET,"$685,000","$750,000","$1,435,000",0.012
592,Will Svitek,2011,LT,ATL,"$790,500","$630,000","$1,420,500",0.012
593,Adam Carriker,2011,DE,WAS,"$1,420,000",$0,"$1,420,000",0.011
594,Tyrone Culver,2011,S,MIA,"$1,250,000","$166,667","$1,416,667",0.011
595,Cameron Jordan,2011,DE,NO,"$375,000","$1,030,709","$1,405,709",0.011
596,Tim Jennings,2011,CB,CHI,"$1,400,000",$0,"$1,400,000",0.011
597,Chansi Stuckey,2011,WR,ARI,"$1,050,000","$350,000","$1,400,000",0.011
598,Erik Pears,2011,RT,BUF,"$500,000","$550,000","$1,400,000",0.01
599,Pat Sims,2011,DT,CIN,"$1,200,000","$192,050","$1,392,050",0.01
600,James Carpenter,2011,G,SEA,"$375,000","$1,014,364","$1,389,364",0.01
601,Jameel McClain,2011,ILB,BAL,"$1,385,000",$0,"$1,385,000",0.011
602,Will Allen,2011,S,MIA,"$810,000","$500,000","$1,385,000",0.011
603,Amobi Okoye,2011,DT,CHI,"$1,300,000","$82,500","$1,382,500",0.011
604,Louis Delmas,2011,FS,DET,"$608,750",$0,"$1,382,500",0.011
605,Harry Douglas,2011,WR,ATL,"$1,200,000","$176,012","$1,376,012",0.011
606,Reed Doughty,2011,S,WAS,"$725,000",$0,"$1,375,000",0.01
607,Mark Anderson,2011,DE,NE,"$1,000,000","$375,000","$1,375,000",0.011
608,Daryl Washington,2011,ILB,ARI,"$450,000","$418,750","$1,373,750",0.011
609,Jonathan Baldwin,2011,WR,KC,"$375,000","$998,018","$1,373,018",0.01
610,Javier Arenas,2011,CB,KC,"$450,000","$358,750","$1,367,166",0.01
611,Marcus Harrison,2011,DT,CHI,"$1,200,000","$163,651","$1,363,651",0.011
612,Jermichael Finley,2011,TE,GB,"$1,200,000","$163,250","$1,363,250",0.011
613,Philip Wheeler,2011,OLB,IND,"$1,200,000","$161,000","$1,361,000",0.011
614,Jimmy Smith,2011,CB,BAL,"$375,000","$981,672","$1,356,672",0.011
615,Michael Robinson,2011,FB,SEA,"$1,000,000","$350,000","$1,350,000",0.01
616,Mark Ingram,2011,RB,NO,"$375,000","$973,500","$1,348,500",0.011
617,Thomas DeCoud,2011,S,ATL,"$1,200,000","$145,000","$1,345,000",0.011
618,Dan Carpenter,2011,K,MIA,"$1,005,000","$312,500","$1,342,500",0.01
619,Mike Scifres,2011,P,LAC/SD,"$1,155,000","$185,000","$1,340,000",0.011
620,Andy Lee,2011,P,SF,"$1,000,000","$338,000","$1,338,000",0.01
621,Donnie Jones,2011,P,LAR/STL,"$1,100,000","$235,000","$1,335,000",0.011
622,James Lee,2011,T,TB,"$1,035,000","$300,000","$1,335,000",0.009
623,Jeff King,2011,TE,ARI,"$1,000,000","$333,333","$1,333,333",0.011
624,LaDainian Tomlinson,2011,RB,NYJ,"$1,125,000","$200,000","$1,325,000",0.01
625,Reggie Corner,2011,CB,BUF,"$1,200,000","$116,250","$1,316,250",0.009
